"source_ID","source_EntityType","qual","target_ID","target_EntityType","EntityType","ID",":LABEL","id:ID"
"cr1734","Container","CR contains HU","hu9122","Handling Unit","(Container,Handling Unit)","(cr1734,hu9122)","ENTITY","233840"
"cr1734","Container","CR for TD","td507","Transport Document","(Container,Transport Document)","(cr1734,td507)","ENTITY","233841"
"cr1724","Container","CR contains HU","hu9123","Handling Unit","(Container,Handling Unit)","(cr1724,hu9123)","ENTITY","233842"
"cr1724","Container","CR contains HU","hu9124","Handling Unit","(Container,Handling Unit)","(cr1724,hu9124)","ENTITY","233843"
"cr1724","Container","CR contains HU","hu9125","Handling Unit","(Container,Handling Unit)","(cr1724,hu9125)","ENTITY","233844"
"cr1724","Container","CR contains HU","hu9126","Handling Unit","(Container,Handling Unit)","(cr1724,hu9126)","ENTITY","233845"
"cr1724","Container","CR contains HU","hu9127","Handling Unit","(Container,Handling Unit)","(cr1724,hu9127)","ENTITY","233846"
"cr1724","Container","CR contains HU","hu9128","Handling Unit","(Container,Handling Unit)","(cr1724,hu9128)","ENTITY","233847"
"cr1724","Container","CR for TD","td505","Transport Document","(Container,Transport Document)","(cr1724,td505)","ENTITY","233848"
"cr1730","Container","CR contains HU","hu9129","Handling Unit","(Container,Handling Unit)","(cr1730,hu9129)","ENTITY","233849"
"cr1730","Container","CR contains HU","hu9130","Handling Unit","(Container,Handling Unit)","(cr1730,hu9130)","ENTITY","233850"
"cr1730","Container","CR contains HU","hu9131","Handling Unit","(Container,Handling Unit)","(cr1730,hu9131)","ENTITY","233851"
"cr1730","Container","CR for TD","td506","Transport Document","(Container,Transport Document)","(cr1730,td506)","ENTITY","233852"
"cr1716","Container","CR contains HU","hu9132","Handling Unit","(Container,Handling Unit)","(cr1716,hu9132)","ENTITY","233853"
"cr1716","Container","CR contains HU","hu9133","Handling Unit","(Container,Handling Unit)","(cr1716,hu9133)","ENTITY","233854"
"cr1716","Container","CR contains HU","hu9134","Handling Unit","(Container,Handling Unit)","(cr1716,hu9134)","ENTITY","233855"
"cr1716","Container","CR contains HU","hu9135","Handling Unit","(Container,Handling Unit)","(cr1716,hu9135)","ENTITY","233856"
"cr1716","Container","CR contains HU","hu9136","Handling Unit","(Container,Handling Unit)","(cr1716,hu9136)","ENTITY","233857"
"cr1716","Container","CR contains HU","hu9137","Handling Unit","(Container,Handling Unit)","(cr1716,hu9137)","ENTITY","233858"
"cr1716","Container","CR for TD","td503","Transport Document","(Container,Transport Document)","(cr1716,td503)","ENTITY","233859"
"cr1740","Container","CR contains HU","hu9138","Handling Unit","(Container,Handling Unit)","(cr1740,hu9138)","ENTITY","233860"
"cr1740","Container","CR contains HU","hu9139","Handling Unit","(Container,Handling Unit)","(cr1740,hu9139)","ENTITY","233861"
"cr1740","Container","CR contains HU","hu9140","Handling Unit","(Container,Handling Unit)","(cr1740,hu9140)","ENTITY","233862"
"cr1740","Container","CR contains HU","hu9141","Handling Unit","(Container,Handling Unit)","(cr1740,hu9141)","ENTITY","233863"
"cr1740","Container","CR contains HU","hu9142","Handling Unit","(Container,Handling Unit)","(cr1740,hu9142)","ENTITY","233864"
"cr1740","Container","CR contains HU","hu9143","Handling Unit","(Container,Handling Unit)","(cr1740,hu9143)","ENTITY","233865"
"cr1740","Container","CR for TD","td509","Transport Document","(Container,Transport Document)","(cr1740,td509)","ENTITY","233866"
"cr1723","Container","CR contains HU","hu9144","Handling Unit","(Container,Handling Unit)","(cr1723,hu9144)","ENTITY","233867"
"cr1723","Container","CR contains HU","hu9145","Handling Unit","(Container,Handling Unit)","(cr1723,hu9145)","ENTITY","233868"
"cr1723","Container","CR contains HU","hu9146","Handling Unit","(Container,Handling Unit)","(cr1723,hu9146)","ENTITY","233869"
"cr1723","Container","CR contains HU","hu9147","Handling Unit","(Container,Handling Unit)","(cr1723,hu9147)","ENTITY","233870"
"cr1723","Container","CR contains HU","hu9148","Handling Unit","(Container,Handling Unit)","(cr1723,hu9148)","ENTITY","233871"
"cr1723","Container","CR contains HU","hu9149","Handling Unit","(Container,Handling Unit)","(cr1723,hu9149)","ENTITY","233872"
"cr1723","Container","CR for TD","td505","Transport Document","(Container,Transport Document)","(cr1723,td505)","ENTITY","233873"
"cr1747","Container","CR contains HU","hu9150","Handling Unit","(Container,Handling Unit)","(cr1747,hu9150)","ENTITY","233874"
"cr1747","Container","CR contains HU","hu9151","Handling Unit","(Container,Handling Unit)","(cr1747,hu9151)","ENTITY","233875"
"cr1747","Container","CR contains HU","hu9152","Handling Unit","(Container,Handling Unit)","(cr1747,hu9152)","ENTITY","233876"
"cr1747","Container","CR contains HU","hu9153","Handling Unit","(Container,Handling Unit)","(cr1747,hu9153)","ENTITY","233877"
"cr1747","Container","CR contains HU","hu9154","Handling Unit","(Container,Handling Unit)","(cr1747,hu9154)","ENTITY","233878"
"cr1747","Container","CR contains HU","hu9155","Handling Unit","(Container,Handling Unit)","(cr1747,hu9155)","ENTITY","233879"
"cr1747","Container","CR for TD","td511","Transport Document","(Container,Transport Document)","(cr1747,td511)","ENTITY","233880"
"cr1743","Container","CR contains HU","hu9156","Handling Unit","(Container,Handling Unit)","(cr1743,hu9156)","ENTITY","233881"
"cr1743","Container","CR contains HU","hu9157","Handling Unit","(Container,Handling Unit)","(cr1743,hu9157)","ENTITY","233882"
"cr1743","Container","CR contains HU","hu9158","Handling Unit","(Container,Handling Unit)","(cr1743,hu9158)","ENTITY","233883"
"cr1743","Container","CR contains HU","hu9159","Handling Unit","(Container,Handling Unit)","(cr1743,hu9159)","ENTITY","233884"
"cr1743","Container","CR contains HU","hu9160","Handling Unit","(Container,Handling Unit)","(cr1743,hu9160)","ENTITY","233885"
"cr1743","Container","CR contains HU","hu9161","Handling Unit","(Container,Handling Unit)","(cr1743,hu9161)","ENTITY","233886"
"cr1743","Container","CR for TD","td510","Transport Document","(Container,Transport Document)","(cr1743,td510)","ENTITY","233887"
"cr1749","Container","CR contains HU","hu9162","Handling Unit","(Container,Handling Unit)","(cr1749,hu9162)","ENTITY","233888"
"cr1749","Container","CR contains HU","hu9163","Handling Unit","(Container,Handling Unit)","(cr1749,hu9163)","ENTITY","233889"
"cr1749","Container","CR contains HU","hu9164","Handling Unit","(Container,Handling Unit)","(cr1749,hu9164)","ENTITY","233890"
"cr1749","Container","CR contains HU","hu9165","Handling Unit","(Container,Handling Unit)","(cr1749,hu9165)","ENTITY","233891"
"cr1749","Container","CR contains HU","hu9166","Handling Unit","(Container,Handling Unit)","(cr1749,hu9166)","ENTITY","233892"
"cr1749","Container","CR contains HU","hu9167","Handling Unit","(Container,Handling Unit)","(cr1749,hu9167)","ENTITY","233893"
"cr1749","Container","CR for TD","td512","Transport Document","(Container,Transport Document)","(cr1749,td512)","ENTITY","233894"
"cr1750","Container","CR contains HU","hu9168","Handling Unit","(Container,Handling Unit)","(cr1750,hu9168)","ENTITY","233895"
"cr1750","Container","CR contains HU","hu9169","Handling Unit","(Container,Handling Unit)","(cr1750,hu9169)","ENTITY","233896"
"cr1750","Container","CR contains HU","hu9170","Handling Unit","(Container,Handling Unit)","(cr1750,hu9170)","ENTITY","233897"
"cr1750","Container","CR contains HU","hu9171","Handling Unit","(Container,Handling Unit)","(cr1750,hu9171)","ENTITY","233898"
"cr1750","Container","CR contains HU","hu9172","Handling Unit","(Container,Handling Unit)","(cr1750,hu9172)","ENTITY","233899"
"cr1750","Container","CR contains HU","hu9173","Handling Unit","(Container,Handling Unit)","(cr1750,hu9173)","ENTITY","233900"
"cr1750","Container","CR for TD","td512","Transport Document","(Container,Transport Document)","(cr1750,td512)","ENTITY","233901"
"cr1742","Container","CR contains HU","hu9174","Handling Unit","(Container,Handling Unit)","(cr1742,hu9174)","ENTITY","233902"
"cr1742","Container","CR contains HU","hu9175","Handling Unit","(Container,Handling Unit)","(cr1742,hu9175)","ENTITY","233903"
"cr1742","Container","CR contains HU","hu9176","Handling Unit","(Container,Handling Unit)","(cr1742,hu9176)","ENTITY","233904"
"cr1742","Container","CR contains HU","hu9177","Handling Unit","(Container,Handling Unit)","(cr1742,hu9177)","ENTITY","233905"
"cr1742","Container","CR for TD","td509","Transport Document","(Container,Transport Document)","(cr1742,td509)","ENTITY","233906"
"cr1729","Container","CR contains HU","hu9178","Handling Unit","(Container,Handling Unit)","(cr1729,hu9178)","ENTITY","233907"
"cr1729","Container","CR contains HU","hu9179","Handling Unit","(Container,Handling Unit)","(cr1729,hu9179)","ENTITY","233908"
"cr1729","Container","CR contains HU","hu9180","Handling Unit","(Container,Handling Unit)","(cr1729,hu9180)","ENTITY","233909"
"cr1729","Container","CR contains HU","hu9181","Handling Unit","(Container,Handling Unit)","(cr1729,hu9181)","ENTITY","233910"
"cr1729","Container","CR contains HU","hu9182","Handling Unit","(Container,Handling Unit)","(cr1729,hu9182)","ENTITY","233911"
"cr1729","Container","CR contains HU","hu9183","Handling Unit","(Container,Handling Unit)","(cr1729,hu9183)","ENTITY","233912"
"cr1729","Container","CR for TD","td506","Transport Document","(Container,Transport Document)","(cr1729,td506)","ENTITY","233913"
"cr1745","Container","CR contains HU","hu9184","Handling Unit","(Container,Handling Unit)","(cr1745,hu9184)","ENTITY","233914"
"cr1745","Container","CR contains HU","hu9185","Handling Unit","(Container,Handling Unit)","(cr1745,hu9185)","ENTITY","233915"
"cr1745","Container","CR contains HU","hu9186","Handling Unit","(Container,Handling Unit)","(cr1745,hu9186)","ENTITY","233916"
"cr1745","Container","CR contains HU","hu9187","Handling Unit","(Container,Handling Unit)","(cr1745,hu9187)","ENTITY","233917"
"cr1745","Container","CR contains HU","hu9188","Handling Unit","(Container,Handling Unit)","(cr1745,hu9188)","ENTITY","233918"
"cr1745","Container","CR contains HU","hu9189","Handling Unit","(Container,Handling Unit)","(cr1745,hu9189)","ENTITY","233919"
"cr1745","Container","CR for TD","td510","Transport Document","(Container,Transport Document)","(cr1745,td510)","ENTITY","233920"
"cr1731","Container","CR contains HU","hu9190","Handling Unit","(Container,Handling Unit)","(cr1731,hu9190)","ENTITY","233921"
"cr1731","Container","CR contains HU","hu9191","Handling Unit","(Container,Handling Unit)","(cr1731,hu9191)","ENTITY","233922"
"cr1731","Container","CR contains HU","hu9192","Handling Unit","(Container,Handling Unit)","(cr1731,hu9192)","ENTITY","233923"
"cr1731","Container","CR contains HU","hu9193","Handling Unit","(Container,Handling Unit)","(cr1731,hu9193)","ENTITY","233924"
"cr1731","Container","CR contains HU","hu9194","Handling Unit","(Container,Handling Unit)","(cr1731,hu9194)","ENTITY","233925"
"cr1731","Container","CR contains HU","hu9195","Handling Unit","(Container,Handling Unit)","(cr1731,hu9195)","ENTITY","233926"
"cr1731","Container","CR for TD","td507","Transport Document","(Container,Transport Document)","(cr1731,td507)","ENTITY","233927"
"cr1741","Container","CR contains HU","hu9196","Handling Unit","(Container,Handling Unit)","(cr1741,hu9196)","ENTITY","233928"
"cr1741","Container","CR contains HU","hu9197","Handling Unit","(Container,Handling Unit)","(cr1741,hu9197)","ENTITY","233929"
"cr1741","Container","CR contains HU","hu9198","Handling Unit","(Container,Handling Unit)","(cr1741,hu9198)","ENTITY","233930"
"cr1741","Container","CR contains HU","hu9199","Handling Unit","(Container,Handling Unit)","(cr1741,hu9199)","ENTITY","233931"
"cr1741","Container","CR contains HU","hu9200","Handling Unit","(Container,Handling Unit)","(cr1741,hu9200)","ENTITY","233932"
"cr1741","Container","CR contains HU","hu9201","Handling Unit","(Container,Handling Unit)","(cr1741,hu9201)","ENTITY","233933"
"cr1741","Container","CR for TD","td509","Transport Document","(Container,Transport Document)","(cr1741,td509)","ENTITY","233934"
"cr1757","Container","CR contains HU","hu9202","Handling Unit","(Container,Handling Unit)","(cr1757,hu9202)","ENTITY","233935"
"cr1757","Container","CR contains HU","hu9203","Handling Unit","(Container,Handling Unit)","(cr1757,hu9203)","ENTITY","233936"
"cr1757","Container","CR contains HU","hu9204","Handling Unit","(Container,Handling Unit)","(cr1757,hu9204)","ENTITY","233937"
"cr1757","Container","CR contains HU","hu9205","Handling Unit","(Container,Handling Unit)","(cr1757,hu9205)","ENTITY","233938"
"cr1757","Container","CR contains HU","hu9206","Handling Unit","(Container,Handling Unit)","(cr1757,hu9206)","ENTITY","233939"
"cr1757","Container","CR contains HU","hu9207","Handling Unit","(Container,Handling Unit)","(cr1757,hu9207)","ENTITY","233940"
"cr1757","Container","CR for TD","td514","Transport Document","(Container,Transport Document)","(cr1757,td514)","ENTITY","233941"
"cr1715","Container","CR contains HU","hu9208","Handling Unit","(Container,Handling Unit)","(cr1715,hu9208)","ENTITY","233942"
"cr1715","Container","CR for TD","td502","Transport Document","(Container,Transport Document)","(cr1715,td502)","ENTITY","233943"
"cr1690","Container","CR contains HU","hu9209","Handling Unit","(Container,Handling Unit)","(cr1690,hu9209)","ENTITY","233944"
"cr1690","Container","CR contains HU","hu9210","Handling Unit","(Container,Handling Unit)","(cr1690,hu9210)","ENTITY","233945"
"cr1690","Container","CR contains HU","hu9211","Handling Unit","(Container,Handling Unit)","(cr1690,hu9211)","ENTITY","233946"
"cr1690","Container","CR contains HU","hu9212","Handling Unit","(Container,Handling Unit)","(cr1690,hu9212)","ENTITY","233947"
"cr1690","Container","CR contains HU","hu9213","Handling Unit","(Container,Handling Unit)","(cr1690,hu9213)","ENTITY","233948"
"cr1690","Container","CR contains HU","hu9214","Handling Unit","(Container,Handling Unit)","(cr1690,hu9214)","ENTITY","233949"
"cr1690","Container","CR for TD","td494","Transport Document","(Container,Transport Document)","(cr1690,td494)","ENTITY","233950"
"cr1711","Container","CR contains HU","hu9215","Handling Unit","(Container,Handling Unit)","(cr1711,hu9215)","ENTITY","233951"
"cr1711","Container","CR contains HU","hu9216","Handling Unit","(Container,Handling Unit)","(cr1711,hu9216)","ENTITY","233952"
"cr1711","Container","CR contains HU","hu9217","Handling Unit","(Container,Handling Unit)","(cr1711,hu9217)","ENTITY","233953"
"cr1711","Container","CR contains HU","hu9218","Handling Unit","(Container,Handling Unit)","(cr1711,hu9218)","ENTITY","233954"
"cr1711","Container","CR contains HU","hu9219","Handling Unit","(Container,Handling Unit)","(cr1711,hu9219)","ENTITY","233955"
"cr1711","Container","CR contains HU","hu9220","Handling Unit","(Container,Handling Unit)","(cr1711,hu9220)","ENTITY","233956"
"cr1711","Container","CR for TD","td501","Transport Document","(Container,Transport Document)","(cr1711,td501)","ENTITY","233957"
"cr1733","Container","CR contains HU","hu9221","Handling Unit","(Container,Handling Unit)","(cr1733,hu9221)","ENTITY","233958"
"cr1733","Container","CR contains HU","hu9222","Handling Unit","(Container,Handling Unit)","(cr1733,hu9222)","ENTITY","233959"
"cr1733","Container","CR contains HU","hu9223","Handling Unit","(Container,Handling Unit)","(cr1733,hu9223)","ENTITY","233960"
"cr1733","Container","CR contains HU","hu9224","Handling Unit","(Container,Handling Unit)","(cr1733,hu9224)","ENTITY","233961"
